	PassengerId	Survived	Pclass	Name	Sex	SibSp	Parch	Ticket	Fare	Embarked	ship
847	848	1	1.0	Lines, Miss. Mary Conover	female	0	1	PC 17592	39,4	S	Titanic
848	849	0	2.0	Carter, Mrs. Ernest Courtenay (Lilian Hughes)	female	1	0	244252	26	S	Titanic
849	850	1	3.0	Aks, Mrs. Sam (Leah Rosen)	female	0	1	392091	9,35	S	Titanic
850	851	1	1.0	Wick, Mrs. George Dennick (Mary Hitchcock)	female	1	1	36928	164,8667	S	Titanic
851	852	1	1.0	Daly, Mr. Peter Denis	male	0	0	113055	26,55	S	Titanic
852	853	0	3.0	Baclini, Mrs. Solomon (Latifa Qurban)	female	0	3	2666	19,2583	C	Titanic
853	854	0	3.0	Razi, Mr. Raihed	male	0	0	2629	7,2292	C	Titanic
854	855	0	3.0	Hansen, Mr. Claus Peter	male	2	0	350026	14,1083	S	Titanic
855	856	0	2.0	Giles, Mr. Frederick Edward	male	1	0	28134	11,5	S	Titanic
856	857	1	1.0	Swift, Mrs. Frederick Joel (Margaret Welles Barron)	female	0	0	17466	25,9292	S	Titanic
857	858	0	3.0	"Sage, Miss. Dorothy Edith ""Dolly"""	female	8	2	CA. 2343	69,55	S	Titanic
858	859	0	2.0	Gill, Mr. John William	male	0	0	233866	13	S	Titanic
859	860	1	2.0	Bystrom, Mrs. (Karolina)	female	0	0	236852	13	S	Titanic
860	861	1	2.0	Duran y More, Miss. Asuncion	female	1	0	SC/PARIS 2149	13,8583	C	Titanic
861	862	0	2.0	Roebling, Mr. Washington Augustus II	male	0	0	PC 17590	50,4958	S	Titanic
862	863	0	3.0	van Melkebeke, Mr. Philemon	male	0	0	345777	9,5	S	Titanic
863	864	0	3.0	Balkic, Mr. Cerin	male	0	0	349248	7,8958	S	Titanic
864	865	1	1.0	Beckwith, Mrs. Richard Leonard (Sallie Monypeny)	female	1	1	11751	52,5542	S	Titanic
865	866	0	1.0	Carlsson, Mr. Frans Olof	male	0	0	695	5	S	Titanic
866	867	0	3.0	Vander Cruyssen, Mr. Victor	male	0	0	345765	9	S	Titanic
867	868	1	2.0	Abelson, Mrs. Samuel (Hannah Wizosky)	female	1	0	P/PP 3381	24	C	Titanic
868	869	1	3.0	"Najib, Miss. Adele Kiamie ""Jane"""	female	0	0	2667	7,225	C	Titanic
869	870	0	3.0	Gustafsson, Mr. Alfred Ossian	male	0	0	7534	9,8458	S	Titanic
870	871	0	3.0	Petroff, Mr. Nedelio	male	0	0	349212	7,8958	S	Titanic
871	872	0	3.0	Laleff, Mr. Kristo	male	0	0	349217	7,8958	S	Titanic
872	873	1	1.0	Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)	female	0	1	11767	83,1583	C	Titanic
873	874	1	2.0	Shelley, Mrs. William (Imanita Parrish Hall)	female	0	1	230433	26	S	Titanic
874	875	0	3.0	Markun, Mr. Johann	male	0	0	349257	7,8958	S	Titanic
875	876	0	3.0	Dahlberg, Miss. Gerda Ulrika	female	0	0	7552	10,5167	S	Titanic
876	877	0	2.0	Banfield, Mr. Frederick James	male	0	0	C.A./SOTON 34068	10,5	S	Titanic
877	878	0	3.0	Sutehall, Mr. Henry Jr	male	0	0	SOTON/OQ 392076	7,05	S	Titanic
878	879	0	3.0	Rice, Mrs. William (Margaret Norton)	female	0	5	382652	29,125	Q	Titanic
879	880	0	2.0	Montvila, Rev. Juozas	male	0	0	211536	13	S	Titanic
880	881	1	1.0	Graham, Miss. Margaret Edith	female	0	0	112053	30	S	Titanic
881	882	0	3.0	"Johnston, Miss. Catherine Helen ""Carrie"""	female	1	2	W./C. 6607	23,45	S	Titanic
882	883	1	1.0	Behr, Mr. Karl Howell	male	0	0	111369	30	C	Titanic
883	884	0	3.0	Dooley, Mr. Patrick	male	0	0	370376	7,75	Q	Titanic
884	885	1	1.0	Mr. Frederick Maxfield Hoyt	male	1	0	19943	90	S	Titanic
885	886	1	3.0	Sandstrom, Miss. Marguerite Ru&5$$	female	1	1	PP 9549	16,7	S	Titanic
886	887	0	3.0	Vestrom, Miss. Hulda Amanda Adolfina	female	0	0	350406	7,8542	S	Titanic
